BGS|A0|A...074740|0|1|ZZ|12510|12510|N|0|M|U|U|U|5|5|U|--|--|-|19042011|0|----|BG02|+423400+0272900|0|8|20|0|4|-----|---|-----|69.0|||11.9|U|U||12.6|F||23.5|S|56.0||2|||||||||
BGS|A0|A...074741|0|1|ZZ|12510|12510|N|0|M|U|U|U|4|4|U|--|--|-|19042011|0|----|BG02|+423400+0272900|0|8|20|0|4|-----|---|-----|67.0|||12.0|U|U||12.9|F||23.5|S|56.0||3|||||||||
BGS|A0|A...074742|0|1|ZZ|12510|12510|N|0|M|U|U|U|6|6|U|--|--|-|19042011|0|----|BG02|+423400+0272900|0|8|20|0|4|-----|---|-----|69.0|||11.6|U|U||13.0|F||23.2|S|57.0||3|||||||||
BGS|A0|A...074743|0|1|ZZ|12510|12510|N|0|M|U|U|U|4|4|U|--|--|-|19042011|0|----|BG02|+423400+0272900|0|8|20|0|4|-----|---|-----|70.0|||12.4|U|U||11.9|F||22.7|S|58.0||4|||||||||
BGS|A0|A...074748|0|1|ZZ|12510|12510|N|0|M|U|U|U|6|6|U|--|--|-|19042011|0|----|BG02|+423400+0272900|0|8|20|0|4|-----|---|-----|66.0|||11.9|U|U||13.3|F||23.3|S|55.0||4|||||||||
BGS|A0|A...074767|0|1|ZZ|12510|12510|N|0|M|U|U|U|6|6|U|--|--|-|19042011|0|----|BG02|+423400+0272900|0|8|20|0|4|-----|---|-----|66.0|||11.7|U|U||12.5|F||23.4|S|57.0||3|||||||||
BGS|A0|A...074768|0|1|ZZ|12510|12510|N|0|M|U|U|U|6|6|U|--|--|-|20042011|0|----|BG02|+423400+0272900|0|8|20|0|4|-----|---|-----|68.0|||11.7|U|U||12.1|F||22.2|S|56.0||4|||||||||
BGS|A0|A...093017|0|1|ZZ|12510|12510|N|0|M|U|U|U|2|2|U|--|--|-|14092011|0|----|BG02|+423400+0272900|0|8|20|0|4|-----|---|-----|68.0|||13.5|U|U||11.7|F||21.3|S|54.0||5|||||||||
BGS|A0|A...093026|0|1|ZZ|12510|12510|N|0|M|U|U|U|3|3|U|--|--|-|14092011|0|----|BG02|+423400+0272900|0|8|20|0|4|-----|---|-----|63.0|||10.9|U|U||11.5|F||21.6|S|51.0||0|||||||||
BGS|A0|A...093033|0|1|ZZ|12510|12510|N|0|M|U|U|U|3|3|U|--|--|-|14092011|0|----|BG02|+423400+0272900|0|8|20|0|4|-----|---|-----|68.0|||11.7|U|U||11.5|F||20.7|S|55.0||4|||||||||
BGS|A0|A...093034|0|1|ZZ|12510|12510|N|0|M|U|U|U|3|3|U|--|--|-|14092011|0|----|BG02|+423400+0272900|0|8|20|0|4|-----|---|-----|69.0|||11.4|U|U||11.3|F||21.8|S|54.0||4|||||||||
BGS|A0|A...093054|0|1|ZZ|12510|12510|N|0|M|U|U|U|3|3|U|--|--|-|14092011|0|----|BG02|+423400+0272900|0|8|20|0|4|-----|---|-----|70.0|||13.3|U|U||12.4|F||22.7|S|56.0||4|||||||||
BGS|A0|A...093086|0|1|ZZ|12510|12510|N|0|M|U|U|U|3|3|U|--|--|-|14092011|0|----|BG02|+423400+0272900|0|8|20|0|4|-----|---|-----|65.0|||12.0|U|U||12.6|F||24.2|S|52.0||4|||||||||
